0	0.45	0.5
10	0.46	0.5
20	0.48	0.5
30	0.44	0.5
40	0.56	0.5
50	0.49	0.5
60	0.47	0.5
70	0.45	0.5
80	0.5	0.5
90	0.43	0.5
100	0.5	0.5
110	0.48	0.5
120	0.5	0.5
130	0.5	0.5
140	0.46	0.5
150	0.52	0.5
160	0.54	0.5
170	0.61	0.5
180	0.52	0.5
190	0.47	0.5
200	0.55	0.5
210	0.49	0.5
220	0.52	0.5
230	0.48	0.5
240	0.47	0.5
250	0.52	0.5
260	0.56	0.5
270	0.41	0.5
280	0.5	0.5
290	0.59	0.5
300	0.47	0.5
310	0.59	0.5
320	0.49	0.5
330	0.58	0.5
340	0.49	0.5
350	0.42	0.5
360	0.52	0.5
370	0.52	0.5
380	0.51	0.5
390	0.45	0.5
400	0.47	0.5
410	0.47	0.5
420	0.59	0.5
430	0.44	0.5
440	0.54	0.5
450	0.58	0.5
460	0.54	0.5
470	0.44	0.5
480	0.52	0.5
490	0.46	0.5
500	0.48	0.5
510	0.46	0.5
520	0.54	0.5
530	0.56	0.5
540	0.53	0.5
550	0.48	0.5
560	0.56	0.5
570	0.48	0.5
580	0.51	0.5
590	0.44	0.5
600	0.46	0.5
610	0.47	0.5
620	0.5	0.5
630	0.57	0.5
640	0.56	0.5
650	0.39	0.5
660	0.41	0.5
670	0.48	0.5
680	0.5	0.5
690	0.52	0.5
700	0.52	0.5
710	0.45	0.5
720	0.44	0.5
730	0.51	0.5
740	0.53	0.5
750	0.5	0.5
760	0.49	0.5
770	0.56	0.5
780	0.36	0.5
790	0.48	0.5
800	0.52	0.5
810	0.47	0.5
820	0.56	0.5
830	0.49	0.5
840	0.49	0.5
850	0.55	0.5
860	0.45	0.5
870	0.44	0.5
880	0.49	0.5
890	0.49	0.5
900	0.48	0.5
910	0.47	0.5
920	0.44	0.5
930	0.52	0.5
940	0.54	0.5
950	0.54	0.5
960	0.48	0.5
970	0.48	0.5
980	0.42	0.5
990	0.46	0.5
1000	0.46	0.5
1010	0.52	0.5
1020	0.41	0.5
1030	0.48	0.5
1040	0.51	0.5
1050	0.49	0.5
1060	0.44	0.5
1070	0.51	0.5
1080	0.55	0.5
1090	0.44	0.5
1100	0.56	0.5
1110	0.42	0.5
1120	0.46	0.5
1130	0.44	0.5
1140	0.53	0.5
1150	0.57	0.5
1160	0.47	0.5
1170	0.59	0.5
1180	0.48	0.5
1190	0.49	0.5
1200	0.51	0.5
1210	0.4	0.5
1220	0.46	0.5
1230	0.42	0.5
1240	0.58	0.5
1250	0.57	0.5
1260	0.49	0.5
1270	0.54	0.5
1280	0.52	0.5
1290	0.51	0.5
1300	0.45	0.5
1310	0.5	0.5
1320	0.55	0.5
1330	0.54	0.5
1340	0.5	0.5
1350	0.58	0.5
1360	0.54	0.5
1370	0.5	0.5
1380	0.53	0.5
1390	0.52	0.5
1400	0.51	0.5
1410	0.54	0.5
1420	0.62	0.5
1430	0.5	0.5
1440	0.5	0.5
1450	0.43	0.5
1460	0.45	0.5
1470	0.4	0.5
1480	0.49	0.5
1490	0.49	0.5
1500	0.45	0.5
1510	0.44	0.5
1520	0.49	0.5
1530	0.54	0.5
1540	0.52	0.5
1550	0.57	0.5
1560	0.48	0.5
1570	0.4	0.5
1580	0.5	0.5
1590	0.45	0.5
1600	0.47	0.5
1610	0.44	0.5
1620	0.55	0.5
1630	0.54	0.5
1640	0.58	0.5
1650	0.49	0.5
1660	0.46	0.5
1670	0.45	0.5
1680	0.47	0.5
1690	0.46	0.5
1700	0.47	0.5
1710	0.51	0.5
1720	0.53	0.5
1730	0.54	0.5
1740	0.55	0.5
1750	0.52	0.5
1760	0.47	0.5
1770	0.42	0.5
1780	0.58	0.5
1790	0.44	0.5
1800	0.53	0.5
1810	0.52	0.5
1820	0.56	0.5
1830	0.62	0.5
1840	0.62	0.5
1850	0.5	0.5
1860	0.35	0.5
1870	0.49	0.5
1880	0.5	0.5
1890	0.54	0.5
1900	0.47	0.5
1910	0.44	0.5
1920	0.5	0.5
1930	0.47	0.5
1940	0.45	0.5
1950	0.48	0.5
1960	0.4	0.5
1970	0.57	0.5
1980	0.42	0.5
1990	0.54	0.5
2000	0.41	0.5
2010	0.39	0.5
2020	0.45	0.5
2030	0.46	0.5
2040	0.5	0.5
2050	0.44	0.5
2060	0.43	0.5
2070	0.49	0.5
2080	0.5	0.5
2090	0.47	0.5
2100	0.42	0.5
2110	0.49	0.5
2120	0.59	0.5
2130	0.49	0.5
2140	0.59	0.5
2150	0.51	0.5
2160	0.58	0.5
2170	0.47	0.5
2180	0.58	0.5
2190	0.43	0.5
2200	0.49	0.5
2210	0.46	0.5
2220	0.44	0.5
2230	0.47	0.5
2240	0.49	0.5
2250	0.45	0.5
2260	0.49	0.5
2270	0.51	0.5
2280	0.45	0.5
2290	0.54	0.5
2300	0.52	0.5
2310	0.47	0.5
2320	0.5	0.5
2330	0.55	0.5
2340	0.46	0.5
2350	0.39	0.5
2360	0.55	0.5
2370	0.46	0.5
2380	0.51	0.5
2390	0.51	0.5
2400	0.56	0.5
2410	0.52	0.5
2420	0.49	0.5
2430	0.48	0.5
2440	0.49	0.5
2450	0.46	0.5
2460	0.48	0.5
2470	0.48	0.5
2480	0.41	0.5
2490	0.57	0.5
2500	0.48	0.5
2510	0.5	0.5
2520	0.43	0.5
2530	0.48	0.5
2540	0.5	0.5
2550	0.49	0.5
2560	0.48	0.5
2570	0.37	0.5
2580	0.52	0.5
2590	0.46	0.5
2600	0.51	0.5
2610	0.49	0.5
2620	0.49	0.5
2630	0.52	0.5
2640	0.47	0.5
2650	0.55	0.5
2660	0.54	0.5
2670	0.52	0.5
2680	0.42	0.5
2690	0.51	0.5
2700	0.5	0.5
2710	0.43	0.5
2720	0.44	0.5
2730	0.49	0.5
2740	0.49	0.5
2750	0.45	0.5
2760	0.49	0.5
2770	0.5	0.5
2780	0.44	0.5
2790	0.46	0.5
