0	0.49	0.45
10	0.46	0.45
20	0.43	0.444444
30	0.45	0.455556
40	0.51	0.455556
50	0.52	0.455556
60	0.51	0.455556
70	0.43	0.45
80	0.45	0.444444
90	0.43	0.444444
100	0.57	0.45
110	0.49	0.466667
120	0.47	0.455556
130	0.45	0.466667
140	0.53	0.466667
150	0.43	0.466667
160	0.47	0.45
170	0.53	0.455556
180	0.49	0.45
190	0.52	0.455556
200	0.58	0.433333
210	0.4	0.433333
220	0.38	0.438889
230	0.46	0.438889
240	0.51	0.438889
250	0.43	0.438889
260	0.48	0.438889
270	0.36	0.438889
280	0.55	0.444444
290	0.5	0.444444
300	0.49	0.444444
310	0.48	0.416667
320	0.52	0.422222
330	0.41	0.427778
340	0.5	0.433333
350	0.56	0.438889
360	0.55	0.438889
370	0.51	0.45
380	0.47	0.461111
390	0.45	0.472222
400	0.55	0.466667
410	0.55	0.466667
420	0.51	0.455556
430	0.47	0.455556
440	0.43	0.455556
450	0.53	0.455556
460	0.48	0.461111
470	0.41	0.461111
480	0.42	0.461111
490	0.43	0.461111
500	0.41	0.461111
510	0.45	0.466667
520	0.45	0.466667
530	0.53	0.466667
540	0.35	0.461111
550	0.43	0.461111
560	0.49	0.461111
570	0.52	0.477778
580	0.48	0.472222
590	0.5	0.472222
600	0.54	0.472222
610	0.46	0.472222
620	0.47	0.461111
630	0.58	0.466667
640	0.52	0.466667
650	0.44	0.455556
660	0.5	0.455556
670	0.51	0.455556
680	0.56	0.455556
690	0.51	0.455556
700	0.59	0.461111
710	0.48	0.461111
720	0.44	0.461111
730	0.41	0.461111
740	0.49	0.461111
750	0.45	0.461111
760	0.47	0.455556
770	0.58	0.455556
780	0.46	0.461111
790	0.44	0.466667
800	0.4	0.466667
810	0.57	0.466667
820	0.49	0.466667
830	0.47	0.466667
840	0.48	0.472222
850	0.51	0.477778
860	0.52	0.483333
870	0.46	0.483333
880	0.44	0.483333
890	0.49	0.483333
900	0.48	0.466667
910	0.53	0.472222
920	0.48	0.455556
930	0.49	0.455556
940	0.41	0.455556
950	0.48	0.461111
960	0.5	0.45
970	0.47	0.455556
980	0.48	0.461111
990	0.56	0.466667
