0	0.415	0.283333
100	0.465	0.5
200	0.475	0.5
300	0.495	0.5
400	0.53	0.5
500	0.51	0.5
600	0.445	0.5
700	0.47	0.5
800	0.485	0.5
900	0.425	0.5
1000	0.465	0.5
1100	0.43	0.5
1200	0.485	0.5
1300	0.455	0.5
1400	0.475	0.5
1500	0.52	0.5
1600	0.535	0.5
1700	0.51	0.5
1800	0.475	0.5
1900	0.555	0.5
2000	0.46	0.5
2100	0.495	0.5
2200	0.47	0.5
2300	0.525	0.5
2400	0.475	0.5
2500	0.485	0.5
2600	0.505	0.5
2700	0.53	0.5
2800	0.485	0.5
2900	0.47	0.5
3000	0.44	0.5
3100	0.505	0.5
3200	0.51	0.5
3300	0.545	0.5
3400	0.485	0.5
3500	0.47	0.5
3600	0.415	0.5
3700	0.455	0.5
3800	0.495	0.5
3900	0.52	0.5
4000	0.465	0.5
4100	0.515	0.5
4200	0.53	0.5
4300	0.49	0.5
4400	0.545	0.5
4500	0.54	0.5
4600	0.49	0.5
4700	0.54	0.5
4800	0.54	0.5
4900	0.53	0.5
5000	0.54	0.5
5100	0.525	0.5
5200	0.425	0.5
5300	0.485	0.5
5400	0.535	0.5
5500	0.495	0.5
5600	0.445	0.5
5700	0.48	0.5
5800	0.465	0.5
5900	0.465	0.5
6000	0.49	0.5
6100	0.465	0.5
6200	0.485	0.5
6300	0.475	0.5
6400	0.52	0.5
6500	0.49	0.5
6600	0.495	0.5
6700	0.53	0.5
6800	0.485	0.5
6900	0.47	0.5
7000	0.495	0.5
7100	0.455	0.5
7200	0.5	0.5
7300	0.485	0.5
7400	0.49	0.5
7500	0.49	0.5
7600	0.53	0.5
7700	0.495	0.5
7800	0.49	0.5
7900	0.495	0.5
8000	0.45	0.5
8100	0.48	0.5
8200	0.47	0.5
8300	0.5	0.5
8400	0.46	0.5
8500	0.54	0.5
8600	0.505	0.5
8700	0.555	0.5
8800	0.43	0.5
8900	0.455	0.5
9000	0.525	0.5
9100	0.495	0.5
9200	0.5	0.5
9300	0.5	0.5
9400	0.59	0.5
9500	0.53	0.5
9600	0.49	0.5
9700	0.465	0.5
9800	0.465	0.5
9900	0.485	0.5
